GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
INPP4B	0.003	0.003	0.000	0.000	-	-	0.101311878974983	0.011	0.011	0.000	0.000
UBE3A	0.003	0.000	0.000	0.003	-	-	0.0992206933684435	0.018	0.013	0.000	0.005
PLXND1	0.003	0.003	0.000	0.000	-	-	0.0992206933684435	0.016	0.013	0.000	0.003
IFI16	0.005	0.005	0.000	0.000	-	-	0.0965911646266842	0.013	0.008	0.000	0.008
CAMK1	0.003	0.003	0.000	0.000	-	-	0.0960628290829359	0.013	0.003	0.000	0.011
ACTR3	0.003	0.003	0.000	0.000	-	-	0.0949206056884789	0.005	0.005	0.000	0.000
RCOR1	0.003	0.003	0.000	0.000	-	-	0.0935807088569873	0.008	0.005	0.003	0.000
CD24	0.021	0.000	0.018	0.003	-	-	0.0935397540560698	0.061	0.000	0.055	0.005
JUP	0.003	0.003	0.000	0.000	-	-	0.093508482381295	0.008	0.008	0.000	0.000
XPO7	0.003	0.000	0.003	0.000	-	-	0.0920247953303103	0.026	0.005	0.021	0.000
BAI1	0.008	0.008	0.000	0.000	-	-	0.0900310138698682	0.018	0.013	0.000	0.005
DNAH9	0.005	0.005	0.000	0.000	-	-	0.0865059256510187	0.037	0.029	0.005	0.003
GRIK1	0.013	0.013	0.000	0.000	-	-	0.0857518254395139	0.018	0.018	0.000	0.000
PGM5	0.005	0.005	0.000	0.000	-	-	0.0852281708995956	0.008	0.008	0.000	0.000
SLC12A2	0.003	0.003	0.000	0.000	-	-	0.0844030022429681	0.008	0.008	0.000	0.000
PIP4K2C	0.005	0.005	0.000	0.000	-	-	0.0826625041579773	0.008	0.008	0.000	0.000
E2F5	0.003	0.000	0.000	0.003	-	-	0.082578202801581	0.013	0.003	0.000	0.011
SCNN1G	0.003	0.003	0.000	0.000	-	-	0.0805160986663499	0.005	0.005	0.000	0.000
CAV3	0.005	0.003	0.000	0.003	-	-	0.0796054169007447	0.011	0.003	0.000	0.008
ZFPM1	0.005	0.005	0.000	0.000	-	-	0.0783425225038159	0.016	0.016	0.000	0.000
COL1A1	0.003	0.003	0.000	0.000	CC	-	0.0778227541207077	0.008	0.008	0.000	0.000
PCDHGB4	0.003	0.003	0.000	0.000	-	-	0.077260300591143	0.008	0.008	0.000	0.000
LRP10	0.008	0.008	0.000	0.000	-	-	0.0765754127883595	0.013	0.013	0.000	0.000
KCNH2	0.003	0.003	0.000	0.000	-	-	0.07626126611369	0.005	0.005	0.000	0.000
ADCY4	0.005	0.005	0.000	0.000	-	-	0.0758901804241847	0.011	0.011	0.000	0.000
PPARA	0.003	0.003	0.000	0.000	-	-	0.0740652385157026	0.005	0.005	0.000	0.000
CHD9	0.005	0.005	0.000	0.000	-	-	0.0739249328219899	0.026	0.026	0.000	0.000
TBL1X	0.011	0.003	0.003	0.005	-	-	0.0738977078634388	0.018	0.003	0.005	0.011
ITGB6	0.003	0.003	0.000	0.000	-	-	0.0736959153293406	0.008	0.005	0.000	0.003
TNNC2	0.003	0.000	0.000	0.003	-	-	0.071594533215034	0.003	0.000	0.000	0.003
GRIN3A	0.008	0.005	0.003	0.000	-	-	0.0702274112185797	0.011	0.008	0.003	0.000
PARVB	0.003	0.003	0.000	0.000	-	-	0.067645323908605	0.005	0.005	0.000	0.000
SYNJ2	0.005	0.005	0.000	0.000	-	-	0.0664921477711361	0.011	0.011	0.000	0.000
CEBPB	0.003	0.003	0.000	0.000	-	-	0.0664544585795765	0.011	0.011	0.000	0.000
CNTN6	0.003	0.003	0.000	0.000	-	-	0.0649164476725871	0.024	0.024	0.000	0.000
PLG	0.003	0.003	0.000	0.000	-	-	0.0648233295921003	0.003	0.003	0.000	0.000
FOXO3	0.003	0.000	0.003	0.000	-	-	0.0631394997131884	0.005	0.000	0.005	0.000
MPP6	0.003	0.003	0.000	0.000	-	-	0.0623711343621071	0.013	0.011	0.000	0.003
EBF2	0.008	0.000	0.008	0.000	-	-	0.0600349716677614	0.021	0.003	0.018	0.000
PDE1C	0.011	0.005	0.000	0.005	-	-	0.0595301944758782	0.021	0.013	0.000	0.008
SF3B1	0.008	0.008	0.000	0.000	CC	PC	0.0594714556017992	0.018	0.018	0.000	0.000
VCAM1	0.003	0.003	0.000	0.000	-	-	0.0593249857006361	0.005	0.005	0.000	0.000
STRN4	0.003	0.003	0.000	0.000	-	-	0.0593249857006361	0.008	0.008	0.000	0.000
SEMA6D	0.005	0.005	0.000	0.000	-	-	0.0590273884405074	0.016	0.016	0.000	0.000
ZFPM2	0.005	0.003	0.000	0.003	-	-	0.0582933357895126	0.032	0.021	0.000	0.011
F5	0.003	0.003	0.000	0.000	-	-	0.0582035020325079	0.045	0.032	0.000	0.013
ITPR3	0.003	0.003	0.000	0.000	-	-	0.0581753609236881	0.016	0.013	0.003	0.000
AP2A2	0.005	0.005	0.000	0.000	-	-	0.0567669900374622	0.008	0.008	0.000	0.000
GRID2	0.018	0.018	0.000	0.000	-	-	0.0553517712174839	0.018	0.018	0.000	0.000
ABCC9	0.003	0.003	0.000	0.000	-	-	0.0551674816642802	0.021	0.021	0.000	0.003
PCDHB14	0.003	0.003	0.000	0.000	-	-	0.0548096831503427	0.013	0.013	0.000	0.000
CEACAM6	0.003	0.003	0.000	0.000	-	-	0.0528733737346172	0.005	0.005	0.000	0.000
DNMT1	0.005	0.005	0.000	0.000	-	-	0.0513076554183456	0.016	0.013	0.000	0.003
TNN	0.005	0.005	0.000	0.000	-	-	0.0499214548749866	0.016	0.011	0.000	0.005
MYH7	0.003	0.003	0.000	0.000	-	-	0.0495776020068931	0.029	0.029	0.000	0.000
SPTBN4	0.005	0.005	0.000	0.000	-	-	0.0492385332331636	0.026	0.024	0.000	0.003
OBSCN	0.011	0.011	0.000	0.000	-	-	0.0490337958666211	0.055	0.053	0.003	0.000
MAP3K2	0.003	0.003	0.000	0.000	-	-	0.0480668949561222	0.005	0.005	0.000	0.000
LRP4	0.005	0.005	0.000	0.000	-	-	0.0474541636462867	0.024	0.024	0.000	0.000
SIRT1	0.003	0.003	0.000	0.000	-	-	0.047386147335334	0.005	0.005	0.000	0.000
SIX1	0.005	0.005	0.000	0.000	-	-	0.0472005498845773	0.008	0.008	0.000	0.000
TJP3	0.003	0.003	0.000	0.000	-	-	0.045697215479843	0.005	0.005	0.000	0.000
TPTE	0.005	0.005	0.000	0.000	-	-	0.044833974829174	0.026	0.024	0.000	0.003
RGMB	0.003	0.000	0.003	0.000	-	-	0.0445120410466259	0.018	0.005	0.013	0.000
NELL1	0.003	0.003	0.000	0.000	-	-	0.0440750328679628	0.011	0.011	0.000	0.000
ADIPOR2	0.003	0.003	0.000	0.000	-	-	0.0438918095190396	0.005	0.003	0.000	0.003
HAP1	0.003	0.003	0.000	0.000	-	-	0.0416289798297063	0.005	0.005	0.000	0.000
PCDHB2	0.003	0.003	0.000	0.000	-	-	0.0399835791447842	0.013	0.013	0.000	0.000
CCR4	0.005	0.005	0.000	0.000	-	-	0.039378758533419	0.011	0.008	0.000	0.003
LRP6	0.005	0.003	0.003	0.000	-	-	0.0387000495314997	0.008	0.005	0.003	0.000
PCDHB15	0.003	0.003	0.000	0.000	-	-	0.0386120011390876	0.011	0.011	0.000	0.000
SPTAN1	0.008	0.008	0.000	0.000	-	-	0.0379718752613436	0.040	0.040	0.000	0.000
RGL2	0.003	0.003	0.000	0.000	-	-	0.037757468314667	0.011	0.008	0.003	0.000
BCLAF1	0.005	0.005	0.000	0.000	-	PC	0.0375172575122029	0.026	0.026	0.000	0.000
GTSE1	0.005	0.005	0.000	0.000	-	-	0.037378672628917	0.011	0.011	0.000	0.000
ARID3B	0.003	0.003	0.000	0.000	-	-	0.0370938927260842	0.011	0.008	0.000	0.003
PEX19	0.008	0.000	0.000	0.008	-	-	0.0366023516422785	0.032	0.003	0.000	0.029
SFRS9	0.003	0.003	0.000	0.000	-	-	0.0365681055701042	0.005	0.005	0.000	0.000
KRT16	0.003	0.003	0.000	0.000	-	-	0.0361584208044459	0.005	0.005	0.000	0.000
MPO	0.005	0.005	0.000	0.000	-	-	0.0358020702925833	0.005	0.005	0.000	0.000
COL17A1	0.003	0.003	0.000	0.000	-	-	0.0357810833886103	0.008	0.008	0.000	0.000
PPARGC1B	0.003	0.003	0.000	0.000	-	-	0.0353818816098641	0.003	0.003	0.000	0.000
CLNS1A	0.003	0.000	0.000	0.003	-	-	0.0353248310146773	0.005	0.000	0.000	0.005
PBX4	0.005	0.005	0.000	0.000	-	-	0.0351387447620752	0.013	0.013	0.000	0.000
BMPR2	0.003	0.003	0.000	0.000	-	-	0.0350691856510755	0.016	0.016	0.000	0.000
LINGO1	0.003	0.003	0.000	0.000	-	-	0.0347338770306317	0.005	0.005	0.000	0.000
ATF4	0.003	0.003	0.000	0.000	-	-	0.0339709007608657	0.003	0.003	0.000	0.000
TNXB	0.016	0.016	0.000	0.000	-	-	0.0334680960444729	0.040	0.040	0.000	0.000
SETD2	0.003	0.003	0.000	0.000	CC	PC	0.033031710885734	0.032	0.032	0.000	0.000
TBX3	0.003	0.003	0.000	0.000	-	PC	0.0329364894913438	0.018	0.016	0.000	0.003
INPP5D	0.003	0.003	0.000	0.000	-	-	0.0326982193155942	0.013	0.011	0.003	0.000
BCAR3	0.003	0.003	0.000	0.000	-	-	0.0317450353960974	0.011	0.008	0.000	0.003
TAF1	0.005	0.003	0.000	0.003	-	PC	0.0315644766515634	0.013	0.008	0.000	0.005
CTNND2	0.003	0.000	0.000	0.003	-	-	0.030930129666858	0.026	0.018	0.003	0.005
ENPP1	0.003	0.000	0.000	0.003	-	-	0.0306426911431937	0.011	0.008	0.000	0.003
RCHY1	0.003	0.003	0.000	0.000	-	-	0.0305873841897266	0.005	0.005	0.000	0.000
PTGS1	0.003	0.003	0.000	0.000	-	-	0.0303823013442884	0.003	0.003	0.000	0.000
LIMK1	0.003	0.003	0.000	0.000	-	-	0.0295239348317385	0.008	0.008	0.000	0.000
XRCC6	0.008	0.008	0.000	0.000	-	-	0.0290879270170498	0.011	0.011	0.000	0.000
RBMY1A1	0.011	0.000	0.008	0.003	-	-	0.0290543587395573	0.061	0.000	0.055	0.005
PTGS2	0.003	0.003	0.000	0.000	-	-	0.0288381205549683	0.013	0.008	0.000	0.005
NRXN3	0.003	0.003	0.000	0.000	-	-	0.0287164454280715	0.013	0.013	0.000	0.000
MYLK2	0.003	0.003	0.000	0.000	-	-	0.0285432119143641	0.018	0.013	0.000	0.005
HLA-G	0.003	0.003	0.000	0.000	-	-	0.0285297025819813	0.003	0.003	0.000	0.000
LASS2	0.005	0.000	0.000	0.005	-	-	0.0284456877772033	0.013	0.000	0.000	0.013
ARID3A	0.003	0.003	0.000	0.000	-	-	0.0279359366032124	0.003	0.003	0.000	0.000
SPTBN2	0.003	0.003	0.000	0.000	-	-	0.0277296375947591	0.024	0.024	0.000	0.000
ADCY9	0.003	0.003	0.000	0.000	-	-	0.0276857076151406	0.013	0.013	0.000	0.000
PCDHA3	0.005	0.005	0.000	0.000	-	-	0.0271211797373371	0.013	0.013	0.000	0.000
APC	0.005	0.005	0.000	0.000	CC	PC	0.0268258905778047	0.024	0.024	0.000	0.000
HMOX2	0.003	0.003	0.000	0.000	-	-	0.026725289351829	0.003	0.003	0.000	0.000
STAM	0.003	0.003	0.000	0.000	-	-	0.0265898804542517	0.005	0.003	0.000	0.003
HIVEP2	0.003	0.003	0.000	0.000	-	-	0.0265327297062797	0.011	0.011	0.000	0.000
SMARCAL1	0.003	0.003	0.000	0.000	-	-	0.0263028631218996	0.008	0.005	0.003	0.000
GHR	0.003	0.003	0.000	0.000	-	-	0.0263019466877548	0.013	0.008	0.000	0.005
MCM2	0.003	0.000	0.000	0.003	-	-	0.0261923391596899	0.008	0.003	0.000	0.005
PLK4	0.003	0.003	0.000	0.000	-	-	0.0257554981304107	0.011	0.011	0.000	0.000
ITGA8	0.003	0.003	0.000	0.000	-	-	0.0257550369320054	0.011	0.008	0.000	0.003
STK24	0.003	0.003	0.000	0.000	-	-	0.0255725645448577	0.008	0.008	0.000	0.000
TBX18	0.005	0.005	0.000	0.000	-	-	0.0255569600299468	0.013	0.005	0.008	0.000
KRT14	0.003	0.003	0.000	0.000	-	-	0.0255380394805293	0.005	0.005	0.000	0.000
PPP1R1A	0.003	0.003	0.000	0.000	-	-	0.0254213520220588	0.005	0.003	0.000	0.003
SH2D3C	0.003	0.003	0.000	0.000	-	-	0.0252568223419326	0.013	0.013	0.000	0.000
CTPS2	0.003	0.003	0.000	0.000	-	-	0.0251672790214464	0.016	0.003	0.000	0.013
TIMELESS	0.005	0.005	0.000	0.000	-	-	0.0250829624859175	0.021	0.021	0.000	0.000
SERPIND1	0.003	0.003	0.000	0.000	-	-	0.0250770304609894	0.024	0.016	0.000	0.008
SMC3	0.003	0.003	0.000	0.000	-	PC	0.025025688644876	0.005	0.005	0.000	0.000
MOS	0.008	0.005	0.000	0.003	-	-	0.0245969772900892	0.016	0.005	0.003	0.008
BTG2	0.005	0.005	0.000	0.000	-	-	0.0245040173909097	0.016	0.016	0.000	0.000
SYK	0.003	0.003	0.000	0.000	CC	-	0.0244724511669494	0.008	0.008	0.000	0.000
NHLH2	0.003	0.003	0.000	0.000	-	-	0.0244556391611088	0.008	0.005	0.000	0.003
NUP153	0.005	0.003	0.000	0.003	-	-	0.024203382205746	0.021	0.011	0.003	0.008
FANCI	0.003	0.003	0.000	0.000	-	-	0.0240357814568565	0.016	0.016	0.000	0.000
IFITM1	0.003	0.000	0.003	0.000	-	-	0.0239447452674013	0.005	0.003	0.003	0.000
MADCAM1	0.003	0.003	0.000	0.000	-	-	0.0239037459789482	0.005	0.005	0.000	0.000
GRIK3	0.003	0.003	0.000	0.000	-	-	0.0238163780872559	0.011	0.011	0.000	0.000
P2RX1	0.003	0.003	0.000	0.000	-	-	0.0237556216683046	0.003	0.003	0.000	0.000
DNAH1	0.003	0.003	0.000	0.000	-	-	0.0234754392904049	0.024	0.024	0.000	0.000
APBB1	0.003	0.003	0.000	0.000	-	-	0.0231857470662775	0.008	0.008	0.000	0.000
POLR3A	0.003	0.003	0.000	0.000	-	-	0.0229694719637542	0.016	0.016	0.000	0.000
USH2A	0.008	0.008	0.000	0.000	-	-	0.0229685668222184	0.058	0.055	0.003	0.000
SFRP2	0.003	0.003	0.000	0.000	-	-	0.0229618165840197	0.005	0.005	0.000	0.000
CFB	0.003	0.003	0.000	0.000	-	-	0.0228687419536088	0.008	0.008	0.000	0.000
CCR3	0.003	0.003	0.000	0.003	-	-	0.0226515639781005	0.008	0.008	0.000	0.003
TCF7L1	0.003	0.003	0.000	0.000	-	-	0.0224879789468463	0.003	0.003	0.000	0.000
UBR5	0.003	0.003	0.000	0.000	-	-	0.0223054333896085	0.058	0.032	0.000	0.026
BRAF	0.005	0.005	0.000	0.000	CC	PC	0.0223000366084892	0.018	0.018	0.000	0.000
AHR	0.003	0.000	0.000	0.003	-	-	0.0216015093848911	0.029	0.016	0.000	0.013
BTG1	0.003	0.000	0.000	0.003	CC	-	0.0212706990211146	0.003	0.000	0.000	0.003
IDH3A	0.003	0.003	0.000	0.000	-	-	0.0211881991087109	0.003	0.003	0.000	0.000
ITPKB	0.008	0.008	0.000	0.000	-	-	0.0209799998256802	0.016	0.013	0.003	0.000
EPHB1	0.003	0.003	0.000	0.000	-	-	0.0205418096399768	0.018	0.018	0.000	0.000
TFAP2B	0.003	0.003	0.000	0.000	-	-	0.0202366217520999	0.005	0.005	0.000	0.000
CCR7	0.005	0.005	0.000	0.000	-	-	0.0199756481566462	0.011	0.011	0.000	0.000
PDPK1	0.003	0.003	0.000	0.000	-	-	0.0198514582596091	0.008	0.005	0.000	0.003
GRIA2	0.005	0.005	0.000	0.000	-	-	0.0197949999116421	0.011	0.011	0.000	0.000
IL4	0.003	0.003	0.000	0.000	-	-	0.0196049535881903	0.003	0.003	0.000	0.000
SELE	0.003	0.003	0.000	0.000	-	-	0.0194008506958391	0.018	0.005	0.000	0.013
RGS2	0.003	0.000	0.000	0.003	-	-	0.0192176998985679	0.016	0.005	0.000	0.011
NPHP1	0.003	0.000	0.003	0.000	-	-	0.0190389008773711	0.005	0.003	0.003	0.000
MFNG	0.003	0.003	0.000	0.000	-	-	0.0190328209412708	0.003	0.003	0.000	0.000
ZNF423	0.005	0.005	0.000	0.000	-	-	0.019030055549946	0.011	0.011	0.000	0.000
DAXX	0.003	0.003	0.000	0.000	CC	-	0.0189482563675103	0.008	0.005	0.003	0.000
ANAPC2	0.005	0.003	0.000	0.003	-	-	0.0189050041852136	0.011	0.008	0.000	0.003
SCML2	0.003	0.003	0.000	0.000	-	-	0.0188640699792078	0.021	0.005	0.003	0.013
NLGN1	0.003	0.003	0.000	0.000	-	-	0.0187814170387151	0.008	0.008	0.000	0.000
TLN2	0.003	0.003	0.000	0.000	-	-	0.0185079657601458	0.018	0.018	0.000	0.000
FPR1	0.003	0.003	0.000	0.000	-	-	0.0184624070391397	0.008	0.005	0.000	0.003
ADRA1B	0.003	0.003	0.000	0.000	-	-	0.0184325014540616	0.008	0.008	0.000	0.000
VPS33A	0.003	0.003	0.000	0.000	-	-	0.0182488856412768	0.005	0.005	0.000	0.000
FANCA	0.003	0.003	0.000	0.000	CC	PC	0.0181808562973325	0.016	0.016	0.000	0.000
ACTL6B	0.003	0.003	0.000	0.000	-	-	0.0179955269587028	0.008	0.008	0.000	0.000
PCDHB4	0.003	0.003	0.000	0.000	-	-	0.0177163692397663	0.021	0.018	0.003	0.000
MPP3	0.003	0.003	0.000	0.000	-	-	0.0174787071288817	0.008	0.008	0.000	0.000
JUND	0.003	0.003	0.000	0.000	-	-	0.0171899575028009	0.005	0.005	0.000	0.000
NGFR	0.003	0.003	0.000	0.000	-	-	0.0170551550073625	0.005	0.005	0.000	0.000
GRIK4	0.003	0.003	0.000	0.000	-	-	0.0169362111485849	0.011	0.011	0.000	0.000
CHD7	0.005	0.005	0.000	0.000	-	-	0.0168286079354047	0.055	0.045	0.003	0.008
PLA2G4A	0.003	0.003	0.000	0.000	-	-	0.0167580063198223	0.008	0.005	0.000	0.003
RAPGEF2	0.005	0.005	0.000	0.000	-	-	0.0166992559473454	0.018	0.018	0.000	0.000
TRPC3	0.003	0.003	0.000	0.000	-	-	0.0166499776671017	0.008	0.008	0.000	0.000
ADCY6	0.005	0.005	0.000	0.000	-	-	0.0165431287403725	0.018	0.016	0.000	0.003
MYH9	0.003	0.003	0.000	0.000	CC	PC	0.0162888961720039	0.034	0.034	0.000	0.000
GATA5	0.003	0.003	0.000	0.000	-	-	0.0160466991450923	0.005	0.005	0.000	0.000
JUNB	0.003	0.003	0.000	0.000	-	-	0.0159963007822744	0.011	0.011	0.000	0.000
NFE2	0.003	0.000	0.000	0.003	-	-	0.0157958556150817	0.008	0.005	0.000	0.003
PVRL1	0.003	0.003	0.000	0.000	-	-	0.0156513030707727	0.011	0.011	0.000	0.000
TRPV5	0.003	0.003	0.000	0.000	-	-	0.0156499894591282	0.013	0.011	0.000	0.003
GFI1B	0.003	0.003	0.000	0.000	-	-	0.0156375143495908	0.005	0.005	0.000	0.000
SIAH2	0.003	0.000	0.000	0.003	-	-	0.0156187280777639	0.003	0.000	0.000	0.003
RAPGEF5	0.003	0.000	0.000	0.003	-	-	0.015567164431119	0.008	0.000	0.000	0.008
PRKD3	0.003	0.003	0.000	0.000	-	-	0.0155649472784257	0.013	0.013	0.000	0.000
VEGFC	0.003	0.000	0.003	0.000	-	-	0.0153514506841189	0.005	0.003	0.003	0.000
HGFAC	0.003	0.000	0.003	0.000	-	-	0.0153080448957029	0.008	0.005	0.003	0.000
GABRR1	0.003	0.003	0.000	0.000	-	-	0.0151683349053962	0.016	0.008	0.005	0.003
SLIT3	0.003	0.003	0.000	0.000	-	-	0.0151681547406678	0.013	0.013	0.000	0.000
IKBKE	0.003	0.000	0.003	0.000	-	-	0.0150701302441272	0.011	0.005	0.003	0.003
MAGI2	0.005	0.005	0.000	0.000	-	-	0.014940448256065	0.018	0.018	0.000	0.000
TERF2IP	0.003	0.003	0.000	0.000	-	-	0.014855349699778	0.005	0.005	0.000	0.000
ACTRT1	0.003	0.003	0.000	0.000	-	-	0.0147428226099056	0.008	0.005	0.003	0.000
PLXNB1	0.003	0.003	0.000	0.000	-	-	0.0146992562869997	0.005	0.005	0.000	0.000
SSH1	0.003	0.003	0.000	0.000	-	-	0.0145175095841923	0.008	0.008	0.000	0.000
NUMB	0.003	0.003	0.000	0.000	-	-	0.0144716430119646	0.005	0.005	0.000	0.000
WWP1	0.008	0.005	0.000	0.003	-	-	0.0143857346646418	0.016	0.011	0.000	0.005
MSN	0.003	0.003	0.000	0.000	CC	PC	0.0143163664897525	0.005	0.003	0.000	0.003
PTN	0.003	0.003	0.000	0.000	-	-	0.0141731061636488	0.005	0.005	0.000	0.000
WT1	0.003	0.003	0.000	0.000	CC	PC	0.0141706573187514	0.011	0.005	0.000	0.005
FZR1	0.005	0.005	0.000	0.000	-	-	0.0139987301416953	0.011	0.011	0.000	0.000
MBD1	0.005	0.005	0.000	0.000	-	-	0.0138801199472434	0.018	0.018	0.000	0.000
ADCY8	0.005	0.005	0.000	0.000	-	-	0.0138266152134693	0.026	0.024	0.000	0.003
KRT5	0.003	0.003	0.000	0.000	-	-	0.013816886856127	0.003	0.003	0.000	0.000
TLE4	0.003	0.003	0.000	0.000	-	-	0.0136418871012068	0.005	0.005	0.000	0.000
MMP16	0.003	0.003	0.000	0.000	-	-	0.0133411262015092	0.024	0.016	0.000	0.008
NCOA4	0.005	0.005	0.000	0.000	CC	PC	0.0130840642683341	0.011	0.011	0.000	0.000
CDC25B	0.003	0.003	0.000	0.000	-	-	0.0130505021534123	0.005	0.005	0.000	0.000
GRM4	0.003	0.003	0.000	0.000	-	-	0.0129771160685753	0.008	0.005	0.003	0.000
SH3GL2	0.003	0.003	0.000	0.000	-	-	0.0129390121927811	0.005	0.003	0.000	0.003
CNTNAP1	0.003	0.003	0.000	0.000	-	-	0.0128197835440574	0.011	0.011	0.000	0.000
AMPH	0.003	0.003	0.000	0.000	-	PC	0.0127936041831014	0.013	0.011	0.000	0.003
OSM	0.003	0.003	0.000	0.000	-	-	0.012634043847472	0.005	0.005	0.000	0.000
CNOT2	0.003	0.003	0.000	0.000	-	-	0.012555642621497	0.016	0.005	0.000	0.011
MYO18B	0.003	0.003	0.000	0.000	-	-	0.0123956930503395	0.032	0.029	0.000	0.003
SIRT2	0.003	0.003	0.000	0.000	-	-	0.0122706842407552	0.008	0.003	0.000	0.005
FGG	0.003	0.003	0.000	0.000	-	-	0.0121840702827529	0.008	0.008	0.000	0.000
TNKS1BP1	0.003	0.003	0.000	0.000	-	-	0.0121253122143891	0.018	0.018	0.000	0.000
SV2A	0.003	0.003	0.000	0.000	-	-	0.0120917120442437	0.021	0.011	0.000	0.013
ALDH1A3	0.003	0.003	0.000	0.000	-	-	0.0120045876460652	0.003	0.003	0.000	0.000
MYO9A	0.003	0.003	0.000	0.000	-	-	0.0119860636690812	0.029	0.026	0.000	0.003
IFNG	0.003	0.003	0.000	0.003	-	-	0.0119426833408832	0.008	0.003	0.000	0.008
TPO	0.003	0.003	0.000	0.000	-	-	0.0119409972555344	0.026	0.026	0.000	0.000
TRIM22	0.003	0.003	0.000	0.000	-	-	0.011847360336909	0.005	0.003	0.003	0.000
APC2	0.003	0.003	0.000	0.000	-	-	0.0118108634212447	0.008	0.008	0.000	0.000
RIF1	0.003	0.003	0.000	0.000	-	-	0.0117177348410153	0.013	0.013	0.000	0.000
ZMYM3	0.005	0.005	0.000	0.000	-	-	0.0116912930628785	0.024	0.021	0.000	0.003
RASD2	0.003	0.003	0.000	0.000	-	-	0.0115427103658429	0.005	0.005	0.000	0.000
SNRPG	0.003	0.003	0.000	0.000	-	-	0.0115360113867304	0.003	0.003	0.000	0.000
ZNFX1	0.003	0.003	0.000	0.000	-	-	0.0115017745042152	0.018	0.018	0.000	0.000
CACNG2	0.003	0.003	0.000	0.000	-	-	0.0114923922512075	0.003	0.003	0.000	0.000
JAM2	0.003	0.003	0.000	0.000	-	-	0.0114741009349617	0.008	0.005	0.000	0.003
PAX9	0.003	0.003	0.000	0.000	-	-	0.0114244372937624	0.011	0.008	0.000	0.003
MYO9B	0.003	0.003	0.000	0.000	-	-	0.011405099942842	0.013	0.013	0.000	0.000
LPA	0.003	0.003	0.000	0.000	-	-	0.0114047513931794	0.021	0.021	0.000	0.000
PPP2R5A	0.003	0.000	0.003	0.000	-	-	0.0112312331480837	0.008	0.003	0.003	0.003
ESRRA	0.003	0.003	0.000	0.000	-	-	0.0111525339971285	0.005	0.005	0.000	0.000
CHRNG	0.003	0.000	0.003	0.000	-	-	0.0110877849513319	0.011	0.003	0.008	0.000
MED16	0.003	0.003	0.000	0.000	-	-	0.011063058473224	0.011	0.011	0.000	0.000
SCD5	0.003	0.003	0.000	0.000	-	-	0.0109645770568632	0.003	0.003	0.000	0.000
CCNF	0.003	0.003	0.000	0.000	-	-	0.0109217682874688	0.005	0.005	0.000	0.000
TNFAIP6	0.003	0.003	0.000	0.000	-	-	0.0107613265487622	0.003	0.003	0.000	0.000
CX3CL1	0.003	0.003	0.000	0.000	-	-	0.0107397315381329	0.013	0.013	0.000	0.000
RUNX3	0.003	0.003	0.000	0.000	-	-	0.0106526916748918	0.003	0.003	0.000	0.000
NOS3	0.003	0.003	0.000	0.000	-	-	0.0106364649624099	0.018	0.018	0.000	0.000
DOK1	0.003	0.003	0.000	0.000	-	-	0.0105965787870264	0.003	0.003	0.000	0.000
TFDP1	0.003	0.003	0.000	0.000	-	PC	0.0105645157235378	0.003	0.003	0.000	0.000
PF4	0.003	0.000	0.000	0.003	-	-	0.0105409577700102	0.008	0.003	0.000	0.005
TBL1XR1	0.003	0.000	0.000	0.003	-	PC	0.0104983323889733	0.011	0.008	0.000	0.003
MAML3	0.003	0.003	0.000	0.000	-	-	0.0102843086736821	0.016	0.016	0.000	0.000
LHX1	0.003	0.003	0.000	0.000	-	-	0.0101660978200755	0.005	0.005	0.000	0.000
TBXA2R	0.003	0.003	0.000	0.000	-	-	0.0101068159593674	0.005	0.005	0.000	0.000
SERPINB5	0.003	0.003	0.000	0.000	-	-	0.0100550407844445	0.008	0.008	0.000	0.000
PDK1	0.003	0.003	0.000	0.000	-	-	0.010010773816219	0.003	0.003	0.000	0.000
SMARCD2	0.003	0.003	0.000	0.000	-	-	0.00997107363551752	0.005	0.005	0.000	0.000
GSN	0.003	0.003	0.000	0.000	-	-	0.00971366820335441	0.003	0.003	0.000	0.000
LRP3	0.003	0.003	0.000	0.000	-	-	0.00971193117678512	0.003	0.003	0.000	0.000
BMI1	0.003	0.003	0.000	0.000	-	-	0.00930946439929008	0.008	0.005	0.000	0.003
ANKRA2	0.003	0.003	0.000	0.000	-	-	0.00928391785223306	0.003	0.003	0.000	0.000
IL4R	0.003	0.003	0.000	0.000	-	-	0.00918901575883599	0.011	0.008	0.000	0.003
NUCB2	0.003	0.003	0.000	0.000	-	-	0.0091027699917228	0.003	0.003	0.000	0.000
HNRNPC	0.003	0.003	0.000	0.000	-	-	0.00896596839111871	0.003	0.003	0.000	0.000
MYBL1	0.003	0.003	0.000	0.000	-	-	0.00880302547938393	0.011	0.005	0.000	0.005
FZD1	0.003	0.003	0.000	0.000	-	-	0.00860469237766401	0.005	0.005	0.000	0.000
HOXA2	0.003	0.003	0.000	0.000	-	-	0.00858553981357422	0.011	0.005	0.000	0.005
