GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
SLC12A2	0.010	0.010	0.000	0.000	-	-	0.102953892870283	0.040	0.040	0.000	0.000
TJP3	0.010	0.010	0.000	0.000	-	-	0.102161585042088	0.035	0.035	0.000	0.000
PRKG1	0.010	0.010	0.000	0.000	-	-	0.0999322307624542	0.030	0.030	0.000	0.000
PCDH18	0.005	0.005	0.000	0.000	-	-	0.0969311393686131	0.056	0.056	0.000	0.000
ECEL1	0.005	0.005	0.000	0.000	-	-	0.0963870631332591	0.040	0.040	0.000	0.000
RASGRF2	0.010	0.010	0.000	0.000	-	-	0.0947344814683351	0.035	0.035	0.000	0.000
SPTAN1	0.025	0.025	0.000	0.000	-	-	0.0921723373302564	0.051	0.051	0.000	0.000
DZIP1	0.005	0.005	0.000	0.000	-	-	0.0912556938611344	0.035	0.035	0.000	0.000
TLR9	0.010	0.010	0.000	0.000	-	-	0.0889274065709043	0.035	0.035	0.000	0.000
IL31RA	0.005	0.005	0.000	0.000	-	-	0.088171332926198	0.035	0.035	0.000	0.000
SCN4A	0.015	0.015	0.000	0.000	-	-	0.0863481071512629	0.061	0.061	0.000	0.000
PCDH1	0.010	0.010	0.000	0.000	-	-	0.0854362537814568	0.030	0.030	0.000	0.000
CDH13	0.005	0.005	0.000	0.000	-	-	0.0847142678633682	0.030	0.030	0.000	0.000
VIPR2	0.015	0.015	0.000	0.000	-	-	0.0829841162486767	0.020	0.020	0.000	0.000
MAGI1	0.005	0.005	0.000	0.000	-	-	0.0807071536087591	0.061	0.061	0.000	0.000
PCDHGA6	0.005	0.005	0.000	0.000	-	-	0.0802203571299606	0.045	0.045	0.000	0.000
CDH18	0.005	0.005	0.000	0.000	-	-	0.080138492444596	0.061	0.061	0.000	0.000
RPL14	0.015	0.015	0.000	0.000	-	-	0.079048838068358	0.030	0.030	0.000	0.000
PCDHGB6	0.005	0.005	0.000	0.000	-	-	0.0789179225459192	0.040	0.040	0.000	0.000
TLR7	0.005	0.005	0.000	0.000	-	-	0.0787524930444323	0.056	0.056	0.000	0.000
SPIB	0.010	0.010	0.000	0.000	-	-	0.0777182580673356	0.020	0.020	0.000	0.000
MARS	0.010	0.010	0.000	0.000	-	-	0.0757957991449022	0.020	0.020	0.000	0.000
DTNA	0.015	0.015	0.000	0.000	-	-	0.0743343935405652	0.015	0.015	0.000	0.000
PGM1	0.010	0.010	0.000	0.000	-	-	0.0730994380131999	0.020	0.020	0.000	0.000
NOS2	0.010	0.010	0.000	0.000	-	-	0.0728395205365062	0.035	0.035	0.000	0.000
LMNB1	0.010	0.010	0.000	0.000	-	-	0.0721032245842439	0.025	0.025	0.000	0.000
TNKS	0.020	0.020	0.000	0.000	-	-	0.0711325839353571	0.030	0.030	0.000	0.000
PCDHGA9	0.005	0.005	0.000	0.000	-	-	0.0707085370071136	0.035	0.035	0.000	0.000
PIAS3	0.005	0.005	0.000	0.000	-	-	0.0705607073653035	0.025	0.025	0.000	0.000
ADD1	0.015	0.015	0.000	0.000	-	-	0.0700366118198604	0.035	0.035	0.000	0.000
SOX9	0.025	0.025	0.000	0.000	-	-	0.0694727724478615	0.116	0.116	0.000	0.000
MYO1C	0.005	0.005	0.000	0.000	-	-	0.0681055630669131	0.030	0.030	0.000	0.000
SDC3	0.005	0.005	0.000	0.000	-	-	0.0675731753608207	0.010	0.010	0.000	0.000
CNGA3	0.005	0.005	0.000	0.000	-	-	0.0674773539531788	0.035	0.035	0.000	0.000
SRPX	0.010	0.010	0.000	0.000	-	-	0.0661972938584123	0.020	0.020	0.000	0.000
CGN	0.005	0.005	0.000	0.000	-	-	0.0661850747615914	0.015	0.015	0.000	0.000
TRPC3	0.015	0.015	0.000	0.000	-	-	0.0659126532845282	0.051	0.051	0.000	0.000
MYH14	0.005	0.005	0.000	0.000	-	-	0.0654373161398162	0.086	0.086	0.000	0.000
DRP2	0.010	0.010	0.000	0.000	-	-	0.0651651603996527	0.025	0.025	0.000	0.000
UNC5D	0.015	0.015	0.000	0.000	-	-	0.0650907284995223	0.025	0.025	0.000	0.000
PCDHA11	0.010	0.010	0.000	0.000	-	-	0.0647248283793548	0.051	0.051	0.000	0.000
OCLN	0.005	0.005	0.000	0.000	-	-	0.063730368488598	0.005	0.005	0.000	0.000
RAD17	0.005	0.005	0.000	0.000	-	-	0.0629733103869384	0.025	0.025	0.000	0.000
CDC7	0.005	0.005	0.000	0.000	-	-	0.0629733103869384	0.015	0.015	0.000	0.000
PEG3	0.015	0.015	0.000	0.000	-	-	0.0629306432638265	0.066	0.066	0.000	0.000
SGK1	0.005	0.005	0.000	0.000	-	PC	0.0623593918316556	0.010	0.010	0.000	0.000
MYO1E	0.010	0.010	0.000	0.000	-	-	0.0619342525334508	0.035	0.035	0.000	0.000
RGMA	0.005	0.005	0.000	0.000	-	-	0.0617391281517818	0.035	0.035	0.000	0.000
TAF4	0.005	0.005	0.000	0.000	-	-	0.061436232252853	0.015	0.015	0.000	0.000
PCDHB3	0.005	0.005	0.000	0.000	-	-	0.0613710324843515	0.056	0.056	0.000	0.000
PLXNA1	0.005	0.005	0.000	0.000	-	-	0.0604439455426934	0.071	0.071	0.000	0.000
ANK1	0.005	0.000	0.000	0.005	-	-	0.0598104347489929	0.040	0.035	0.000	0.005
DGKI	0.005	0.005	0.000	0.000	-	-	0.0589352340956838	0.030	0.030	0.000	0.000
SV2B	0.005	0.005	0.000	0.000	-	-	0.0583503971107677	0.025	0.025	0.000	0.000
NRXN2	0.005	0.005	0.000	0.000	-	-	0.0583273961581414	0.071	0.071	0.000	0.000
EPB41L3	0.010	0.010	0.000	0.000	-	-	0.0578856292985445	0.040	0.040	0.000	0.000
CACNA1F	0.005	0.005	0.000	0.000	-	-	0.0571004170336737	0.051	0.051	0.000	0.000
NLGN1	0.010	0.010	0.000	0.000	-	-	0.0569660810602954	0.025	0.025	0.000	0.000
RTN1	0.005	0.005	0.000	0.000	-	-	0.055874391296446	0.040	0.040	0.000	0.000
RASGRF1	0.010	0.010	0.000	0.000	-	-	0.0551663150584554	0.040	0.040	0.000	0.000
PCDH19	0.005	0.005	0.000	0.000	-	-	0.0550426944358914	0.040	0.040	0.000	0.000
ADAM12	0.005	0.005	0.000	0.000	-	-	0.0539589849651596	0.025	0.025	0.000	0.000
EDNRB	0.005	0.005	0.000	0.000	-	-	0.0529533606108162	0.030	0.030	0.000	0.000
PIK3C2G	0.005	0.005	0.000	0.000	-	-	0.0526341812860869	0.030	0.030	0.000	0.000
TAF1C	0.005	0.005	0.000	0.000	-	-	0.0521882223701263	0.061	0.061	0.000	0.000
EIF3A	0.005	0.005	0.000	0.000	-	-	0.052136424210296	0.051	0.051	0.000	0.000
MAPK4	0.005	0.005	0.000	0.000	-	-	0.0515266578301419	0.020	0.015	0.005	0.000
SLIT2	0.010	0.010	0.000	0.000	-	-	0.0515055056317093	0.056	0.056	0.000	0.000
C6	0.005	0.005	0.000	0.000	-	-	0.0510317867502187	0.030	0.030	0.000	0.000
EEF1A2	0.010	0.010	0.000	0.000	-	-	0.0509826621334789	0.025	0.025	0.000	0.000
WWP1	0.025	0.025	0.000	0.000	-	-	0.0500934437090054	0.066	0.066	0.000	0.000
TGFB1	0.005	0.005	0.000	0.000	-	-	0.0497043795291427	0.035	0.035	0.000	0.000
PPP2R5D	0.005	0.005	0.000	0.000	-	-	0.0492870853283264	0.025	0.025	0.000	0.000
TNFRSF13B	0.005	0.005	0.000	0.000	-	-	0.0491570436914554	0.005	0.005	0.000	0.000
GDF5	0.025	0.025	0.000	0.000	-	-	0.0487182725281163	0.045	0.045	0.000	0.000
EEF1A1	0.010	0.010	0.000	0.000	-	PC	0.0487078576632397	0.020	0.020	0.000	0.000
SNTA1	0.010	0.010	0.000	0.000	-	-	0.048442270933296	0.020	0.020	0.000	0.000
TRPV5	0.010	0.010	0.000	0.000	-	-	0.0479474486299624	0.035	0.035	0.000	0.000
MASP1	0.005	0.005	0.000	0.000	-	-	0.047481858377802	0.025	0.025	0.000	0.000
MYH2	0.005	0.005	0.000	0.000	-	-	0.0473534159967615	0.076	0.076	0.000	0.000
NEFL	0.005	0.005	0.000	0.000	-	-	0.0470653354865099	0.025	0.025	0.000	0.000
CD1E	0.005	0.005	0.000	0.000	-	-	0.0467953413513244	0.035	0.035	0.000	0.000
HSPA1L	0.005	0.005	0.000	0.000	-	-	0.0464863184557735	0.020	0.020	0.000	0.000
DGKH	0.010	0.010	0.000	0.000	-	-	0.0464068910409854	0.015	0.015	0.000	0.000
PCDHA12	0.005	0.005	0.000	0.000	-	-	0.0463092111113394	0.071	0.071	0.000	0.000
PYGB	0.005	0.005	0.000	0.000	-	-	0.0462920525624316	0.066	0.061	0.000	0.005
CLDN1	0.005	0.005	0.000	0.000	-	-	0.0461393565473749	0.005	0.005	0.000	0.000
PCDHA9	0.005	0.005	0.000	0.000	-	-	0.0456492672871356	0.040	0.040	0.000	0.000
GJD2	0.010	0.010	0.000	0.000	-	-	0.0455265390081039	0.010	0.010	0.000	0.000
PCDHGB4	0.005	0.005	0.000	0.000	-	-	0.0455240084168737	0.045	0.045	0.000	0.000
KCNJ12	0.015	0.015	0.000	0.000	-	-	0.0453321121236024	0.045	0.045	0.000	0.000
SMC4	0.005	0.005	0.000	0.000	-	-	0.0452160826418134	0.025	0.025	0.000	0.000
PCDH11X	0.005	0.005	0.000	0.000	-	-	0.0446174100495075	0.066	0.066	0.000	0.000
KCNQ4	0.005	0.005	0.000	0.000	-	-	0.0443485744253644	0.015	0.015	0.000	0.000
CHRDL2	0.005	0.005	0.000	0.000	-	-	0.0440628860987727	0.020	0.020	0.000	0.000
TRAF5	0.010	0.010	0.000	0.000	-	-	0.0435878462024738	0.015	0.015	0.000	0.000
USP9X	0.005	0.005	0.000	0.000	-	-	0.043225989520645	0.091	0.091	0.000	0.000
MUC2	0.010	0.010	0.000	0.000	-	-	0.0429407124526066	0.076	0.076	0.000	0.000
UNC5C	0.005	0.005	0.000	0.000	-	-	0.0424498628964852	0.010	0.010	0.000	0.000
DGKD	0.005	0.005	0.000	0.000	-	-	0.0416641049472392	0.040	0.040	0.000	0.000
POU3F3	0.005	0.005	0.000	0.000	-	-	0.0416045629607883	0.025	0.025	0.000	0.000
BMP7	0.010	0.010	0.000	0.000	-	-	0.0413630418823322	0.030	0.030	0.000	0.000
RAB5A	0.005	0.005	0.000	0.000	-	-	0.0412786888044453	0.015	0.015	0.000	0.000
CCNA2	0.005	0.005	0.000	0.000	-	-	0.0407711545516946	0.005	0.005	0.000	0.000
ROBO4	0.005	0.005	0.000	0.000	-	-	0.0407384487154906	0.025	0.025	0.000	0.000
TRIM71	0.015	0.015	0.000	0.000	-	-	0.040709009742106	0.045	0.045	0.000	0.000
PCDHGA4	0.005	0.005	0.000	0.000	-	-	0.0401961834470582	0.061	0.061	0.000	0.000
PCDHGA1	0.005	0.005	0.000	0.000	-	-	0.0393323851910756	0.051	0.051	0.000	0.000
ARHGAP5	0.005	0.005	0.000	0.000	-	-	0.0387525263019825	0.086	0.086	0.000	0.000
MAGEH1	0.005	0.005	0.000	0.000	-	-	0.0386140536214147	0.015	0.015	0.000	0.000
COL15A1	0.005	0.005	0.000	0.000	-	-	0.0386096269592915	0.051	0.051	0.000	0.000
GINS1	0.005	0.000	0.000	0.005	-	-	0.0385728573588201	0.010	0.005	0.000	0.005
DVL3	0.005	0.005	0.000	0.000	-	-	0.0384456778141224	0.025	0.025	0.000	0.000
PCDHB6	0.005	0.005	0.000	0.000	-	-	0.0383390167715114	0.066	0.066	0.000	0.000
CR1	0.005	0.005	0.000	0.000	-	-	0.0381678325447148	0.051	0.051	0.000	0.000
RHOBTB1	0.010	0.010	0.000	0.000	-	-	0.0375030090242588	0.030	0.030	0.000	0.000
SIRT2	0.005	0.005	0.000	0.000	-	-	0.0374406528573764	0.005	0.005	0.000	0.000
CDH8	0.005	0.005	0.000	0.000	-	-	0.0370954615396386	0.051	0.051	0.000	0.000
CALD1	0.015	0.015	0.000	0.000	-	-	0.0369564829353651	0.045	0.045	0.000	0.000
DGKB	0.005	0.005	0.000	0.000	-	-	0.0365607182187897	0.025	0.025	0.000	0.000
SPEN	0.020	0.020	0.000	0.000	-	PC	0.0365264739833659	0.051	0.051	0.000	0.000
IRAK1	0.005	0.005	0.000	0.000	-	-	0.0361893566554947	0.015	0.015	0.000	0.000
SCNN1G	0.010	0.010	0.000	0.000	-	-	0.0357047885454763	0.010	0.010	0.000	0.000
DCHS2	0.005	0.005	0.000	0.000	-	-	0.035666263764068	0.131	0.131	0.000	0.000
PCDHA1	0.005	0.005	0.000	0.000	-	-	0.0353393386446351	0.061	0.061	0.000	0.000
TRPV4	0.010	0.010	0.000	0.000	-	-	0.0347769532260685	0.030	0.030	0.000	0.000
ODZ1	0.010	0.010	0.000	0.000	-	-	0.0346307664869064	0.091	0.091	0.000	0.000
FEV	0.005	0.005	0.000	0.000	CC	-	0.0345727458206515	0.010	0.010	0.000	0.000
GRID2	0.005	0.005	0.000	0.000	-	-	0.0343855644178929	0.035	0.035	0.000	0.000
ADAMTS17	0.005	0.005	0.000	0.000	-	-	0.0342065916949026	0.030	0.030	0.000	0.000
PTPRA	0.005	0.005	0.000	0.000	-	-	0.03415172420065	0.015	0.015	0.000	0.000
TEP1	0.005	0.005	0.000	0.000	-	-	0.0339560150055089	0.086	0.086	0.000	0.000
CDON	0.010	0.010	0.000	0.000	-	-	0.0339433204314886	0.030	0.030	0.000	0.000
ISL1	0.005	0.005	0.000	0.000	-	-	0.0337396837723018	0.015	0.015	0.000	0.000
MEF2A	0.005	0.005	0.000	0.000	-	PC	0.0330333757208061	0.040	0.040	0.000	0.000
RASGRP2	0.005	0.005	0.000	0.000	-	-	0.0329508509222201	0.030	0.030	0.000	0.000
MATN1	0.010	0.010	0.000	0.000	-	-	0.0329263472595704	0.015	0.015	0.000	0.000
RGMB	0.005	0.005	0.000	0.000	-	-	0.0329258724956109	0.020	0.020	0.000	0.000
MLH1	0.010	0.010	0.000	0.000	CC	-	0.0327643421804754	0.045	0.045	0.000	0.000
BMP15	0.010	0.010	0.000	0.000	-	-	0.0324057158678622	0.010	0.010	0.000	0.000
HSPA6	0.005	0.005	0.000	0.000	-	-	0.0320215454723972	0.025	0.025	0.000	0.000
PRLR	0.010	0.010	0.000	0.000	-	-	0.0313049799572406	0.015	0.015	0.000	0.000
TLL2	0.015	0.015	0.000	0.000	-	-	0.0311212500371047	0.035	0.035	0.000	0.000
PRKAA2	0.005	0.005	0.000	0.000	-	-	0.0306785380716101	0.025	0.025	0.000	0.000
BCAR3	0.005	0.005	0.000	0.000	-	-	0.0305094353116759	0.025	0.025	0.000	0.000
RPL18A	0.005	0.005	0.000	0.000	-	-	0.0304439875165673	0.005	0.005	0.000	0.000
DTL	0.005	0.005	0.000	0.000	-	-	0.0303044451308765	0.015	0.015	0.000	0.000
WDR3	0.005	0.005	0.000	0.000	-	-	0.0302731020699475	0.015	0.015	0.000	0.000
THRB	0.005	0.005	0.000	0.000	-	-	0.0292288364921538	0.020	0.020	0.000	0.000
MAML2	0.005	0.005	0.000	0.000	CC	-	0.029122593596586	0.071	0.071	0.000	0.000
BOC	0.005	0.005	0.000	0.000	-	-	0.0291046594923891	0.035	0.035	0.000	0.000
ITPKB	0.005	0.005	0.000	0.000	-	-	0.0290998286525335	0.051	0.051	0.000	0.000
RPL27A	0.005	0.000	0.000	0.005	-	-	0.0279250478209259	0.010	0.005	0.000	0.005
PTCH1	0.005	0.005	0.000	0.000	-	-	0.0278178563583288	0.066	0.066	0.000	0.000
SNTB2	0.005	0.005	0.000	0.000	-	-	0.0271590665805763	0.025	0.025	0.000	0.000
CLDN5	0.005	0.005	0.000	0.000	-	-	0.0265280763973452	0.010	0.010	0.000	0.000
DNAJC6	0.005	0.005	0.000	0.000	-	-	0.0264247850930954	0.025	0.025	0.000	0.000
RPL11	0.005	0.005	0.000	0.000	-	-	0.026066075940978	0.005	0.005	0.000	0.000
KLRG1	0.005	0.005	0.000	0.000	-	-	0.0258561158821444	0.005	0.005	0.000	0.000
MED17	0.010	0.010	0.000	0.000	-	PC	0.0253383553414658	0.020	0.020	0.000	0.000
VARS	0.005	0.005	0.000	0.000	-	-	0.0252099562337186	0.035	0.035	0.000	0.000
PCDH9	0.005	0.005	0.000	0.000	-	-	0.0251729440101455	0.076	0.076	0.000	0.000
BMP3	0.005	0.005	0.000	0.000	-	-	0.0249090816616259	0.020	0.020	0.000	0.000
EPHA4	0.005	0.005	0.000	0.000	-	-	0.0245906227056504	0.040	0.040	0.000	0.000
TRAP1	0.005	0.005	0.000	0.000	-	-	0.0245204266298124	0.025	0.025	0.000	0.000
MTA1	0.010	0.010	0.000	0.000	-	-	0.0245046564261764	0.040	0.040	0.000	0.000
WNT3A	0.005	0.005	0.000	0.000	-	-	0.0238840531411674	0.015	0.015	0.000	0.000
INHBA	0.010	0.010	0.000	0.000	-	-	0.0238681884716385	0.030	0.030	0.000	0.000
PCDHB5	0.005	0.005	0.000	0.000	-	-	0.0236329204451941	0.051	0.051	0.000	0.000
GINS4	0.005	0.000	0.000	0.005	-	-	0.0235958322693967	0.010	0.005	0.000	0.005
GLRB	0.005	0.005	0.000	0.000	-	-	0.0234051697106325	0.035	0.035	0.000	0.000
ELN	0.005	0.005	0.000	0.000	CC	-	0.0232883331835038	0.025	0.025	0.000	0.000
HOXD4	0.005	0.005	0.000	0.000	-	-	0.0222792137041868	0.025	0.025	0.000	0.000
DCT	0.005	0.005	0.000	0.000	-	-	0.0219977826469682	0.025	0.025	0.000	0.000
RPS6KA6	0.005	0.005	0.000	0.000	-	-	0.0219770404956588	0.030	0.030	0.000	0.000
MED14	0.005	0.005	0.000	0.000	-	-	0.0213942642928595	0.030	0.030	0.000	0.000
KCNMB1	0.005	0.005	0.000	0.000	-	-	0.0212291801480289	0.010	0.010	0.000	0.000
HHIP	0.005	0.005	0.000	0.000	-	-	0.0208656517611259	0.040	0.040	0.000	0.000
BOP1	0.005	0.005	0.000	0.000	-	-	0.0207577562273231	0.005	0.005	0.000	0.000
AMH	0.010	0.010	0.000	0.000	-	-	0.0205389513414263	0.030	0.030	0.000	0.000
KCNN2	0.010	0.010	0.000	0.000	-	-	0.0205358061432391	0.010	0.010	0.000	0.000
DDR2	0.010	0.010	0.000	0.000	-	-	0.0203346252147644	0.025	0.025	0.000	0.000
GDF15	0.005	0.005	0.000	0.000	-	-	0.0202750663287734	0.030	0.030	0.000	0.000
SF3B3	0.005	0.005	0.000	0.000	-	-	0.0199878005368346	0.015	0.015	0.000	0.000
DGKG	0.005	0.005	0.000	0.000	-	-	0.0194773668015108	0.015	0.015	0.000	0.000
PGM5	0.005	0.005	0.000	0.000	-	-	0.0192169737602093	0.025	0.025	0.000	0.000
PTHLH	0.005	0.005	0.000	0.000	-	-	0.0189058783284203	0.020	0.020	0.000	0.000
TFAP2C	0.010	0.010	0.000	0.000	-	-	0.0188847678378423	0.020	0.020	0.000	0.000
CDC14A	0.010	0.010	0.000	0.000	-	-	0.0185968800078347	0.020	0.020	0.000	0.000
TGM1	0.005	0.005	0.000	0.000	-	-	0.0183381851733586	0.020	0.020	0.000	0.000
OTX2	0.005	0.005	0.000	0.000	-	-	0.0181225922822988	0.025	0.025	0.000	0.000
IL11	0.005	0.005	0.000	0.000	-	-	0.0178479184456786	0.020	0.020	0.000	0.000
GP1BA	0.005	0.005	0.000	0.000	-	-	0.017685557109498	0.025	0.025	0.000	0.000
SPOCK3	0.010	0.010	0.000	0.000	-	-	0.0176021728840054	0.025	0.025	0.000	0.000
CNTN1	0.005	0.005	0.000	0.000	-	-	0.0175621932591279	0.051	0.051	0.000	0.000
HADHA	0.005	0.005	0.000	0.000	-	-	0.0174396885323143	0.025	0.025	0.000	0.000
RGL2	0.005	0.005	0.000	0.000	-	-	0.0174223382981367	0.045	0.045	0.000	0.000
BCR	0.005	0.005	0.000	0.000	CC	-	0.0172486915886613	0.030	0.030	0.000	0.000
FRY	0.010	0.010	0.000	0.000	-	-	0.0171702422360849	0.101	0.101	0.000	0.000
LHX2	0.010	0.010	0.000	0.000	-	-	0.0166375614196116	0.020	0.020	0.000	0.000
SP100	0.005	0.005	0.000	0.000	-	-	0.0164090472018178	0.040	0.040	0.000	0.000
HSPA2	0.005	0.005	0.000	0.000	-	-	0.0162440096182679	0.035	0.035	0.000	0.000
BMP5	0.010	0.010	0.000	0.000	-	-	0.0161955799144536	0.010	0.010	0.000	0.000
OBSCN	0.005	0.005	0.000	0.000	-	-	0.016135463804665	0.278	0.278	0.000	0.000
CDKN2C	0.005	0.005	0.000	0.000	CC	PC	0.0161280769330999	0.010	0.010	0.000	0.000
GEMIN4	0.005	0.005	0.000	0.000	-	-	0.0160571887345963	0.025	0.025	0.000	0.000
TNPO2	0.005	0.005	0.000	0.000	-	-	0.0152261984438048	0.020	0.020	0.000	0.000
TLR4	0.005	0.005	0.000	0.000	-	-	0.0152093843346033	0.020	0.020	0.000	0.000
JMJD1C	0.005	0.005	0.000	0.000	-	-	0.0151169011236789	0.035	0.035	0.000	0.000
SNRPB2	0.005	0.005	0.000	0.000	-	-	0.0150330888013083	0.010	0.010	0.000	0.000
TAF1L	0.005	0.005	0.000	0.000	-	-	0.0149466600386194	0.081	0.081	0.000	0.000
HLTF	0.005	0.005	0.000	0.000	-	-	0.0148118352021219	0.010	0.010	0.000	0.000
FAF1	0.005	0.005	0.000	0.000	-	-	0.0144276951052768	0.025	0.025	0.000	0.000
MCM3AP	0.010	0.010	0.000	0.000	-	-	0.0143891393284359	0.045	0.045	0.000	0.000
SPTBN2	0.005	0.005	0.000	0.000	-	-	0.01435652459486	0.061	0.061	0.000	0.000
CFHR4	0.005	0.005	0.000	0.000	-	-	0.0141360496506321	0.035	0.035	0.000	0.000
PTBP1	0.005	0.005	0.000	0.000	-	-	0.014042344621556	0.025	0.025	0.000	0.000
PPL	0.005	0.005	0.000	0.000	-	-	0.0140249336484822	0.056	0.056	0.000	0.000
CR2	0.005	0.005	0.000	0.000	-	-	0.0139789530648391	0.030	0.030	0.000	0.000
MYL1	0.010	0.010	0.000	0.000	-	-	0.0137683980634332	0.040	0.040	0.000	0.000
GABRB1	0.005	0.005	0.000	0.000	-	-	0.0136887570293424	0.015	0.015	0.000	0.000
PRMT2	0.005	0.005	0.000	0.000	-	-	0.0134638134900836	0.020	0.020	0.000	0.000
LATS2	0.005	0.005	0.000	0.000	-	-	0.0134444637102131	0.101	0.101	0.000	0.000
AGAP2	0.005	0.005	0.000	0.000	-	-	0.0132710965557205	0.015	0.015	0.000	0.000
ANXA11	0.005	0.005	0.000	0.000	-	-	0.0131179690065962	0.025	0.025	0.000	0.000
FEZ1	0.005	0.005	0.000	0.000	-	-	0.0129727247914667	0.010	0.010	0.000	0.000
TTF1	0.005	0.005	0.000	0.000	-	-	0.0129186821716719	0.045	0.045	0.000	0.000
RBMX	0.005	0.005	0.000	0.000	-	PC	0.0128931832280091	0.040	0.040	0.000	0.000
SSTR4	0.005	0.005	0.000	0.000	-	-	0.0128725574558462	0.051	0.045	0.000	0.005
BCL2L14	0.005	0.005	0.000	0.000	-	-	0.0126315955464611	0.015	0.015	0.000	0.000
DHX37	0.005	0.005	0.000	0.000	-	-	0.0125923355640612	0.035	0.035	0.000	0.000
RALGDS	0.005	0.005	0.000	0.000	CC	-	0.0125688356223364	0.020	0.020	0.000	0.000
CHD1	0.010	0.010	0.000	0.000	-	-	0.012348533465014	0.051	0.051	0.000	0.000
OPRD1	0.010	0.010	0.000	0.000	-	-	0.01217957715517	0.111	0.111	0.000	0.000
PHKB	0.005	0.005	0.000	0.000	-	-	0.0120576574463027	0.025	0.025	0.000	0.000
RIT2	0.005	0.005	0.000	0.000	-	-	0.0118469607746473	0.015	0.015	0.000	0.000
CREB3	0.005	0.005	0.000	0.000	-	-	0.0117413585894439	0.010	0.010	0.000	0.000
TARBP2	0.005	0.005	0.000	0.000	-	-	0.0116434146424956	0.015	0.015	0.000	0.000
MYLK3	0.005	0.005	0.000	0.000	-	-	0.0116126846697967	0.010	0.010	0.000	0.000
HNRNPK	0.005	0.005	0.000	0.000	-	-	0.0114972683039279	0.015	0.015	0.000	0.000
PDC	0.005	0.005	0.000	0.000	-	-	0.0114916777623271	0.010	0.010	0.000	0.000
MUSK	0.005	0.005	0.000	0.000	-	-	0.0113289249859393	0.040	0.040	0.000	0.000
EFTUD2	0.005	0.005	0.000	0.000	-	-	0.0112424783035017	0.015	0.015	0.000	0.000
CHD6	0.005	0.005	0.000	0.000	-	-	0.011054560953908	0.061	0.061	0.000	0.000
ULK1	0.005	0.005	0.000	0.000	-	-	0.0109083270761349	0.035	0.035	0.000	0.000
PHF17	0.005	0.005	0.000	0.000	-	-	0.0108660057001975	0.035	0.035	0.000	0.000
AATK	0.005	0.005	0.000	0.000	-	-	0.0107410605474399	0.051	0.051	0.000	0.000
LZTS1	0.005	0.005	0.000	0.000	-	-	0.0104606242582082	0.025	0.025	0.000	0.000
SORBS3	0.005	0.005	0.000	0.000	-	-	0.0103748060318588	0.015	0.015	0.000	0.000
PARVG	0.005	0.005	0.000	0.000	-	-	0.0102792925982505	0.020	0.020	0.000	0.000
MITF	0.005	0.005	0.000	0.000	CC	-	0.0102468232120114	0.030	0.030	0.000	0.000
PCDHGA10	0.005	0.005	0.000	0.000	-	-	0.010225053806378	0.035	0.035	0.000	0.000
PRKAG1	0.005	0.005	0.000	0.000	-	-	0.0101612855629677	0.015	0.015	0.000	0.000
AKAP11	0.005	0.005	0.000	0.000	-	-	0.0101151085252711	0.056	0.056	0.000	0.000
CHRNG	0.005	0.005	0.000	0.000	-	-	0.0100771177391844	0.020	0.020	0.000	0.000
RIF1	0.005	0.005	0.000	0.000	-	-	0.00984997640091869	0.056	0.056	0.000	0.000
GDF2	0.005	0.005	0.000	0.000	-	-	0.00975949085384611	0.035	0.035	0.000	0.000
SFTPB	0.005	0.005	0.000	0.000	-	-	0.00952607850273848	0.015	0.015	0.000	0.000
CDH17	0.005	0.005	0.000	0.000	-	-	0.00929401084821591	0.035	0.035	0.000	0.000
KLF4	0.005	0.005	0.000	0.000	-	-	0.00879206702775333	0.015	0.015	0.000	0.000
LIPE	0.005	0.005	0.000	0.000	-	-	0.00876487190427212	0.020	0.020	0.000	0.000
SMARCA1	0.005	0.005	0.000	0.000	-	-	0.00872016609196798	0.045	0.045	0.000	0.000
PLCB2	0.005	0.005	0.000	0.000	-	-	0.00861258023834202	0.010	0.010	0.000	0.000
ETV7	0.005	0.005	0.000	0.000	-	-	0.00859971597107934	0.010	0.010	0.000	0.000
CARD11	0.005	0.005	0.000	0.000	CC	-	0.00856002119592232	0.040	0.040	0.000	0.000
ING4	0.005	0.005	0.000	0.000	-	-	0.00849479261484096	0.010	0.010	0.000	0.000
VDAC1	0.005	0.005	0.000	0.000	-	-	0.00819538629321495	0.015	0.015	0.000	0.000
REL	0.005	0.005	0.000	0.000	CC	-	0.00815689899310439	0.005	0.005	0.000	0.000
RFX4	0.005	0.005	0.000	0.000	-	-	0.00814152750529889	0.030	0.030	0.000	0.000
LOR	0.005	0.005	0.000	0.000	-	-	0.00777731598060727	0.020	0.020	0.000	0.000
GDF9	0.005	0.005	0.000	0.000	-	-	0.00766982958125303	0.020	0.020	0.000	0.000
TBXAS1	0.005	0.005	0.000	0.000	-	-	0.00747578998034889	0.020	0.020	0.000	0.000
GPR50	0.005	0.005	0.000	0.000	-	-	0.00741493861998333	0.035	0.035	0.000	0.000
