GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
CLK2	0.012	0.006	0.000	0.006	-	-	0.075020595922239	0.042	0.030	0.000	0.012
PTPRJ	0.030	0.018	0.000	0.012	-	-	0.0747926511492987	0.107	0.077	0.012	0.018
MINK1	0.006	0.006	0.000	0.000	-	-	0.0729516853541315	0.036	0.024	0.012	0.000
HSPA4L	0.006	0.006	0.000	0.000	-	-	0.0721024548717994	0.042	0.036	0.000	0.006
POLD1	0.006	0.006	0.000	0.000	-	-	0.0714478934618512	0.060	0.054	0.000	0.006
CACNA1D	0.006	0.000	0.006	0.000	-	-	0.0710063262158857	0.089	0.065	0.024	0.000
PAFAH1B2	0.006	0.000	0.000	0.006	CC	-	0.0706742551824857	0.024	0.006	0.006	0.012
SPTB	0.036	0.030	0.000	0.006	-	-	0.0705157171800257	0.071	0.065	0.000	0.006
REEP5	0.018	0.000	0.018	0.000	-	-	0.0696111301075859	0.048	0.012	0.030	0.006
CHD7	0.030	0.006	0.006	0.018	-	-	0.0691116178561002	0.125	0.071	0.018	0.036
GRM2	0.042	0.042	0.000	0.000	-	-	0.0687536416338376	0.083	0.065	0.018	0.000
INHBA	0.018	0.006	0.000	0.012	-	-	0.0687036489183955	0.054	0.030	0.000	0.024
MYST2	0.006	0.006	0.000	0.000	-	-	0.0683553758866524	0.012	0.012	0.000	0.000
CTSB	0.006	0.000	0.000	0.006	-	-	0.0681377030031458	0.060	0.000	0.018	0.042
PPP2R5A	0.006	0.000	0.000	0.006	-	-	0.0670425454804405	0.054	0.024	0.012	0.018
PKIA	0.018	0.000	0.000	0.018	-	-	0.0667636853461576	0.036	0.000	0.000	0.036
ZMAT3	0.012	0.006	0.000	0.006	-	-	0.0653911482637087	0.083	0.024	0.000	0.060
IGFBP5	0.012	0.012	0.000	0.000	-	-	0.0639714506182443	0.018	0.018	0.000	0.000
PDLIM4	0.006	0.006	0.000	0.000	-	-	0.0625325144021256	0.054	0.024	0.024	0.006
HDAC7	0.018	0.012	0.006	0.000	-	-	0.0623591190172204	0.042	0.030	0.012	0.000
CEP63	0.012	0.012	0.000	0.000	-	-	0.0621075911428033	0.030	0.024	0.000	0.006
PIR	0.006	0.000	0.006	0.000	-	-	0.0611939367433667	0.036	0.006	0.024	0.006
APLP1	0.012	0.006	0.000	0.006	-	-	0.0602356821481061	0.065	0.036	0.006	0.024
DTX3	0.018	0.000	0.000	0.018	-	-	0.0602257640496254	0.024	0.006	0.000	0.018
ATP8B4	0.006	0.006	0.000	0.000	-	-	0.0594973494050028	0.060	0.042	0.018	0.000
PTPN13	0.018	0.018	0.000	0.000	-	-	0.0591647322990086	0.071	0.065	0.006	0.000
KIF2A	0.024	0.018	0.006	0.000	-	-	0.0584370050681819	0.042	0.024	0.018	0.000
YBX1	0.018	0.006	0.006	0.006	-	-	0.0581617773531985	0.024	0.012	0.006	0.006
MORF4L1	0.006	0.006	0.000	0.000	-	-	0.0580824170476802	0.036	0.018	0.000	0.018
NDN	0.012	0.012	0.000	0.000	-	-	0.0577194232012335	0.042	0.036	0.006	0.000
ODC1	0.012	0.012	0.000	0.000	-	-	0.0570655153539039	0.018	0.012	0.000	0.006
RPS3A	0.006	0.006	0.000	0.000	-	-	0.0566819981779063	0.024	0.012	0.000	0.012
NGEF	0.006	0.000	0.006	0.000	-	-	0.0559755902199333	0.024	0.018	0.006	0.000
FGF13	0.018	0.006	0.000	0.012	-	-	0.0557204705072279	0.054	0.036	0.006	0.012
RASD2	0.012	0.006	0.006	0.000	-	-	0.0550806368486858	0.030	0.024	0.006	0.000
HTRA1	0.006	0.000	0.000	0.006	-	-	0.0543801449897904	0.077	0.036	0.006	0.036
HUWE1	0.012	0.006	0.000	0.006	-	PC	0.0523924894400557	0.095	0.077	0.012	0.006
RORA	0.006	0.006	0.000	0.000	-	-	0.0522217952234815	0.036	0.024	0.006	0.006
SPOP	0.012	0.000	0.006	0.006	-	PC	0.0510831226590384	0.024	0.006	0.006	0.012
DTNB	0.006	0.006	0.000	0.000	-	-	0.0505296488516573	0.030	0.018	0.000	0.012
FHL1	0.006	0.000	0.000	0.006	-	-	0.0501732328707661	0.012	0.000	0.000	0.012
PAPPA	0.006	0.006	0.000	0.000	-	-	0.0499822831212606	0.077	0.065	0.000	0.012
DLL1	0.006	0.006	0.000	0.000	-	-	0.0497621688925087	0.060	0.048	0.006	0.006
FAF1	0.012	0.012	0.000	0.000	-	-	0.049750307214398	0.054	0.036	0.018	0.000
POLR2F	0.006	0.006	0.000	0.000	-	-	0.0491090468736791	0.006	0.006	0.000	0.000
PPP2R5C	0.006	0.006	0.000	0.000	-	-	0.0490787517345395	0.024	0.024	0.000	0.000
EPB41L1	0.006	0.006	0.000	0.000	-	-	0.0481860845677987	0.042	0.030	0.000	0.012
PSMC1	0.012	0.012	0.000	0.000	-	-	0.0462878710935141	0.036	0.036	0.000	0.000
ANTXR1	0.012	0.012	0.000	0.000	-	-	0.0457917457377751	0.030	0.030	0.000	0.000
TNFRSF6B	0.006	0.000	0.000	0.006	-	-	0.0454882579815146	0.065	0.000	0.006	0.060
ADRB2	0.006	0.006	0.000	0.000	-	-	0.0454761823091228	0.030	0.030	0.000	0.000
ANXA1	0.006	0.006	0.000	0.000	-	-	0.0454071130083868	0.018	0.006	0.012	0.000
BAI1	0.012	0.006	0.000	0.006	-	-	0.0448622029822176	0.101	0.042	0.000	0.065
STEAP3	0.012	0.012	0.000	0.000	-	-	0.0448034761147204	0.018	0.012	0.000	0.006
PAX5	0.006	0.000	0.000	0.006	CC	-	0.0443130379556689	0.012	0.000	0.006	0.006
SCN8A	0.006	0.000	0.000	0.006	-	-	0.0441067037040313	0.030	0.018	0.012	0.006
WNT1	0.012	0.006	0.006	0.000	-	-	0.0439485881392433	0.042	0.030	0.012	0.000
PARP1	0.012	0.012	0.000	0.000	-	-	0.0438258668996685	0.036	0.024	0.000	0.012
ME2	0.024	0.000	0.024	0.000	-	-	0.0432317864091	0.065	0.018	0.048	0.000
UBR5	0.006	0.000	0.000	0.006	-	-	0.0432015985518541	0.101	0.054	0.000	0.054
MED15	0.012	0.006	0.000	0.006	-	-	0.0425679746722188	0.030	0.024	0.000	0.006
OBSCN	0.012	0.012	0.000	0.000	-	-	0.0423636959942415	0.155	0.137	0.006	0.012
TFR2	0.006	0.000	0.000	0.006	-	-	0.0410399880236286	0.048	0.006	0.000	0.042
KIF2C	0.006	0.006	0.000	0.000	-	-	0.0407132850981861	0.024	0.018	0.000	0.006
RFX4	0.012	0.006	0.000	0.006	-	-	0.0405553552009865	0.018	0.012	0.000	0.006
FZD6	0.012	0.000	0.000	0.012	-	-	0.0403625241062518	0.065	0.012	0.000	0.054
TNXB	0.006	0.006	0.000	0.000	-	-	0.0399229970361829	0.107	0.083	0.012	0.012
RAD17	0.006	0.000	0.006	0.000	-	-	0.0397125660785115	0.048	0.024	0.018	0.006
PYGO2	0.006	0.000	0.000	0.006	-	-	0.0391951109445024	0.018	0.006	0.000	0.012
CYLD	0.012	0.006	0.006	0.000	CC	PC	0.0385197459455938	0.071	0.060	0.012	0.000
ISLR	0.006	0.006	0.000	0.000	-	-	0.038127279378984	0.030	0.018	0.000	0.012
CRNKL1	0.018	0.006	0.000	0.012	-	-	0.0377149387613288	0.048	0.030	0.000	0.018
ALDH1A3	0.012	0.012	0.000	0.000	-	-	0.0375658020595746	0.054	0.018	0.000	0.036
CLK1	0.006	0.000	0.006	0.000	-	-	0.0372918392972436	0.012	0.006	0.006	0.000
E2F2	0.012	0.006	0.006	0.000	-	-	0.0371961205474734	0.018	0.012	0.006	0.000
NR3C2	0.018	0.006	0.000	0.012	-	-	0.0371344910950283	0.071	0.048	0.006	0.018
MCM7	0.006	0.000	0.000	0.006	-	-	0.0370993896735859	0.083	0.024	0.000	0.060
MPO	0.018	0.012	0.006	0.000	-	-	0.0370155635876356	0.042	0.024	0.012	0.006
ZNF165	0.006	0.006	0.000	0.000	-	-	0.0366650072274884	0.036	0.024	0.006	0.006
MYOM1	0.006	0.006	0.000	0.000	-	-	0.0364867760596617	0.036	0.036	0.000	0.000
SOCS4	0.006	0.000	0.000	0.006	-	-	0.0359833632100764	0.018	0.006	0.000	0.012
PLK4	0.006	0.000	0.000	0.006	-	-	0.0352114031617726	0.024	0.018	0.000	0.006
RPS6KA3	0.006	0.000	0.000	0.006	-	-	0.0351484941834569	0.060	0.018	0.030	0.012
PAFAH1B3	0.006	0.000	0.000	0.006	-	-	0.0348996160571552	0.018	0.006	0.006	0.006
CCND3	0.006	0.000	0.000	0.006	CC	-	0.0348380040630038	0.060	0.000	0.000	0.060
RAGE	0.006	0.006	0.000	0.000	-	-	0.034242981405778	0.006	0.006	0.000	0.000
H2AFZ	0.006	0.000	0.006	0.000	-	-	0.0340218628757118	0.012	0.006	0.006	0.000
KIF13B	0.012	0.006	0.006	0.000	-	-	0.0333232287220165	0.048	0.036	0.012	0.000
DTX4	0.012	0.012	0.000	0.000	-	-	0.0329285150831208	0.024	0.018	0.006	0.000
ADD2	0.006	0.006	0.000	0.000	-	-	0.0328781295050937	0.030	0.030	0.000	0.000
ACTL6B	0.006	0.000	0.000	0.006	-	-	0.0325152723781268	0.048	0.006	0.000	0.042
MCM5	0.006	0.006	0.000	0.000	-	-	0.0324671402701479	0.018	0.012	0.006	0.000
WWOX	0.024	0.000	0.024	0.000	-	-	0.0317106510009102	0.310	0.018	0.274	0.018
ETS2	0.006	0.006	0.000	0.000	-	-	0.0315328866040324	0.030	0.018	0.012	0.000
SMO	0.006	0.000	0.000	0.006	CC	-	0.031451575641925	0.042	0.030	0.000	0.012
ORC1L	0.012	0.012	0.000	0.000	-	-	0.0310765823229142	0.030	0.030	0.000	0.000
ECHS1	0.006	0.000	0.000	0.006	-	-	0.0310365630570373	0.042	0.000	0.012	0.030
MAP4	0.018	0.006	0.012	0.000	-	-	0.0305564098218816	0.030	0.012	0.018	0.000
IL20RA	0.006	0.000	0.000	0.006	-	-	0.0303744859795904	0.042	0.024	0.000	0.024
NMI	0.006	0.006	0.000	0.000	-	-	0.0302121905442145	0.012	0.006	0.006	0.000
CDK3	0.006	0.000	0.000	0.006	-	-	0.0299340235252352	0.006	0.000	0.000	0.006
GUCY2D	0.006	0.006	0.000	0.000	-	-	0.0297987729123418	0.065	0.054	0.012	0.000
DFFB	0.006	0.000	0.006	0.000	-	-	0.0297163436362247	0.048	0.018	0.024	0.012
EPHA4	0.006	0.006	0.000	0.000	-	-	0.0295582432651379	0.060	0.060	0.000	0.000
ZNF3	0.006	0.000	0.000	0.006	-	-	0.0292788937668774	0.077	0.012	0.000	0.065
APOE	0.006	0.000	0.000	0.006	-	-	0.0286890914013133	0.024	0.006	0.000	0.018
SUV39H2	0.006	0.000	0.000	0.006	-	-	0.0284081728381392	0.036	0.012	0.000	0.024
SUMO1	0.006	0.000	0.006	0.000	-	-	0.0279812573837771	0.006	0.000	0.006	0.000
APC2	0.012	0.006	0.006	0.000	-	-	0.0278275285229262	0.060	0.036	0.018	0.006
CCNH	0.006	0.000	0.006	0.000	-	-	0.0276703340113145	0.030	0.012	0.018	0.000
KPNA4	0.006	0.000	0.000	0.006	-	-	0.0275684463453825	0.048	0.000	0.006	0.042
ANTXR2	0.006	0.000	0.006	0.000	-	-	0.0275221186806982	0.036	0.018	0.006	0.012
OR10H3	0.006	0.000	0.000	0.006	-	-	0.0271021273940132	0.012	0.000	0.000	0.012
JMY	0.012	0.006	0.006	0.000	-	-	0.026980084091579	0.036	0.024	0.012	0.000
POT1	0.006	0.006	0.000	0.000	-	-	0.0267904153775095	0.042	0.024	0.006	0.012
TRIM24	0.006	0.006	0.000	0.000	-	-	0.0267420820676586	0.048	0.030	0.006	0.012
NUBP1	0.006	0.006	0.000	0.000	-	-	0.0259003133200379	0.012	0.006	0.000	0.006
LIG4	0.006	0.000	0.000	0.006	-	-	0.0253608593086675	0.048	0.024	0.000	0.030
UQCRQ	0.006	0.006	0.000	0.000	-	-	0.0251594636047954	0.030	0.006	0.018	0.006
SH3BGRL	0.006	0.006	0.000	0.000	-	-	0.0250381947551048	0.018	0.006	0.006	0.006
HIC1	0.012	0.012	0.000	0.000	-	-	0.0248882242471884	0.042	0.018	0.012	0.012
ETFB	0.006	0.006	0.000	0.000	-	-	0.024818904921372	0.012	0.006	0.000	0.006
POLR1D	0.006	0.000	0.000	0.006	-	-	0.0247852214416498	0.024	0.006	0.000	0.018
TES	0.006	0.000	0.000	0.006	-	-	0.0245792819391123	0.048	0.000	0.000	0.048
ZAP70	0.006	0.006	0.000	0.000	-	-	0.0244188625020924	0.060	0.054	0.000	0.006
TOPORS	0.006	0.006	0.000	0.000	-	-	0.0244092804395121	0.024	0.012	0.000	0.012
HOMER3	0.006	0.000	0.000	0.006	-	-	0.0242379661365955	0.006	0.000	0.000	0.006
CDK7	0.006	0.000	0.006	0.000	-	-	0.0237160323142693	0.024	0.000	0.018	0.006
LTBP1	0.012	0.012	0.000	0.000	-	-	0.0230544549785598	0.071	0.060	0.006	0.006
FER	0.012	0.000	0.012	0.000	-	-	0.0229741426235486	0.077	0.036	0.036	0.006
MED12	0.006	0.006	0.000	0.000	CC	PC	0.0223991091942145	0.054	0.048	0.000	0.006
HABP4	0.012	0.012	0.000	0.000	-	-	0.0221547878152045	0.030	0.012	0.012	0.006
RUNX1T1	0.006	0.006	0.000	0.000	-	-	0.0221314435562981	0.054	0.036	0.000	0.018
BTC	0.006	0.000	0.000	0.006	-	-	0.0221282799002918	0.012	0.000	0.000	0.012
NRBF2	0.006	0.006	0.000	0.000	-	-	0.0219554501433768	0.024	0.006	0.000	0.018
BRMS1	0.006	0.000	0.000	0.006	-	-	0.0215990396398105	0.036	0.012	0.006	0.018
RFX2	0.006	0.000	0.006	0.000	-	-	0.0215092577195779	0.042	0.030	0.006	0.006
PLEKHA7	0.006	0.000	0.000	0.006	-	-	0.0213848350833145	0.018	0.012	0.000	0.006
HFE	0.006	0.006	0.000	0.000	-	-	0.021224475096566	0.018	0.012	0.006	0.000
CABLES1	0.006	0.000	0.000	0.006	-	-	0.0207642751731434	0.060	0.006	0.018	0.036
VEGFC	0.006	0.006	0.000	0.000	-	-	0.0206808080171739	0.048	0.024	0.024	0.000
INPP5B	0.006	0.006	0.000	0.000	-	-	0.0206393601065655	0.036	0.024	0.000	0.012
GABBR2	0.012	0.012	0.000	0.000	-	-	0.0203152052015748	0.036	0.024	0.006	0.006
KRT5	0.006	0.000	0.006	0.000	-	-	0.0194769869130309	0.012	0.006	0.006	0.000
MED12L	0.006	0.000	0.000	0.006	-	-	0.0194398423544111	0.089	0.071	0.000	0.030
POU2F2	0.006	0.006	0.000	0.000	-	-	0.0193220193855057	0.036	0.024	0.006	0.006
TCF21	0.006	0.000	0.000	0.006	-	-	0.0192356591546248	0.048	0.024	0.006	0.018
PHF17	0.006	0.006	0.000	0.000	-	-	0.0188641172301037	0.024	0.012	0.000	0.012
GAK	0.012	0.000	0.012	0.000	-	-	0.0186138675517122	0.060	0.030	0.024	0.006
PLK2	0.006	0.000	0.006	0.000	-	-	0.0185654488261731	0.036	0.018	0.018	0.000
GRASP	0.006	0.000	0.000	0.006	-	-	0.0184267110233512	0.024	0.006	0.012	0.006
PLAGL1	0.006	0.000	0.000	0.006	-	-	0.0174335172329306	0.024	0.000	0.000	0.024
INPP5E	0.006	0.000	0.000	0.006	-	-	0.0171879265871111	0.048	0.030	0.000	0.018
COPS5	0.006	0.000	0.000	0.006	-	-	0.0171599186379079	0.065	0.012	0.000	0.054
COPS6	0.006	0.000	0.000	0.006	-	-	0.0171403725222208	0.065	0.006	0.000	0.060
MYH1	0.006	0.006	0.000	0.000	-	-	0.0168097903665212	0.095	0.083	0.018	0.000
XRCC4	0.006	0.006	0.000	0.000	-	-	0.0162992408897086	0.030	0.018	0.012	0.000
ARIH2	0.012	0.006	0.006	0.000	-	-	0.0161366348940602	0.054	0.030	0.018	0.006
ARHGEF5	0.006	0.006	0.000	0.000	-	-	0.0160591090265798	0.036	0.018	0.006	0.012
RAB23	0.006	0.000	0.000	0.006	-	-	0.0160311384351812	0.018	0.006	0.000	0.012
VAV3	0.006	0.006	0.000	0.000	-	-	0.0159652600414335	0.060	0.042	0.006	0.012
TBX18	0.006	0.006	0.000	0.000	-	-	0.0158103314893676	0.048	0.036	0.012	0.000
STMN1	0.006	0.000	0.006	0.000	-	-	0.0149178822292064	0.018	0.012	0.006	0.000
NSMAF	0.012	0.000	0.000	0.012	-	-	0.0148396244265037	0.054	0.012	0.006	0.036
MED13	0.006	0.000	0.000	0.006	-	PC	0.0147371672397969	0.071	0.054	0.000	0.024
SETD7	0.006	0.006	0.000	0.000	-	-	0.0146784313923205	0.018	0.006	0.000	0.012
IL12RB2	0.006	0.000	0.006	0.000	-	-	0.0143508081584089	0.042	0.024	0.012	0.006
ERCC5	0.012	0.012	0.000	0.000	CC	-	0.0141604971081861	0.065	0.048	0.000	0.018
KLHL13	0.006	0.006	0.000	0.000	-	-	0.0140500620006704	0.042	0.030	0.012	0.000
PPP1R7	0.012	0.006	0.006	0.000	-	-	0.0136125473955351	0.036	0.018	0.018	0.000
FANCI	0.006	0.006	0.000	0.000	-	-	0.0135718552870344	0.048	0.018	0.000	0.030
SESN1	0.006	0.000	0.006	0.000	-	-	0.0134344835078914	0.012	0.006	0.006	0.000
PRKD2	0.006	0.000	0.000	0.006	-	-	0.0133890655683528	0.071	0.054	0.000	0.018
IPO4	0.006	0.006	0.000	0.000	-	-	0.0133597688433317	0.042	0.024	0.012	0.006
RRN3	0.006	0.006	0.000	0.000	-	-	0.0133134783951933	0.018	0.012	0.000	0.006
DHFR	0.006	0.000	0.006	0.000	-	-	0.0130727688420486	0.012	0.000	0.012	0.000
TBXAS1	0.006	0.006	0.000	0.000	-	-	0.0129370767378377	0.030	0.012	0.006	0.012
TBX1	0.006	0.000	0.000	0.006	-	-	0.0122802016289914	0.012	0.006	0.000	0.006
BRCC3	0.006	0.000	0.000	0.006	-	-	0.0115660037077628	0.048	0.012	0.006	0.030
TP53RK	0.006	0.000	0.000	0.006	-	-	0.011327451650726	0.036	0.000	0.000	0.036
IL13RA2	0.006	0.006	0.000	0.000	-	-	0.0111427239672482	0.030	0.018	0.012	0.000
SHC4	0.006	0.000	0.006	0.000	-	-	0.0106632245649205	0.018	0.006	0.012	0.000
TAF10	0.006	0.006	0.000	0.000	-	-	0.0105131300899591	0.006	0.006	0.000	0.000
TOP1MT	0.006	0.000	0.006	0.000	-	-	0.0104854545456063	0.095	0.024	0.006	0.065
BCL2L2	0.006	0.000	0.006	0.000	-	-	0.010468792151661	0.024	0.006	0.012	0.006
AXIN2	0.006	0.006	0.000	0.000	-	PC	0.0101643169933348	0.036	0.018	0.000	0.018
SET	0.006	0.000	0.000	0.006	CC	-	0.0100732660995213	0.030	0.006	0.000	0.024
H2AFY	0.006	0.000	0.006	0.000	-	-	0.00963511947983452	0.030	0.006	0.018	0.006
BCL2L10	0.006	0.000	0.006	0.000	-	-	0.00952637485766476	0.006	0.000	0.006	0.000
CUL4A	0.006	0.006	0.000	0.000	-	-	0.00941487140669792	0.042	0.012	0.000	0.030
TNFRSF14	0.006	0.000	0.006	0.000	CC	-	0.00914167229238613	0.030	0.000	0.018	0.012
LDLR	0.006	0.000	0.000	0.006	-	-	0.00867238788860863	0.018	0.012	0.000	0.006
MYOM2	0.006	0.000	0.006	0.000	-	-	0.00859112564406625	0.107	0.071	0.030	0.006
BRD8	0.006	0.006	0.000	0.000	-	-	0.00825019541427554	0.054	0.036	0.012	0.006
CHD4	0.006	0.006	0.000	0.000	-	PC	0.00804428274793732	0.077	0.071	0.000	0.006
REXO2	0.006	0.006	0.000	0.000	-	-	0.00801946656638185	0.012	0.006	0.000	0.006
RIF1	0.006	0.006	0.000	0.000	-	-	0.00761673675520435	0.071	0.065	0.006	0.000
TP53INP1	0.006	0.000	0.000	0.006	-	-	0.00754616706860363	0.036	0.006	0.000	0.030
MED30	0.006	0.000	0.000	0.006	-	-	0.0075439903852269	0.054	0.000	0.000	0.054
RASA2	0.006	0.006	0.000	0.000	-	-	0.00749925234595375	0.024	0.012	0.000	0.012
PBRM1	0.006	0.000	0.000	0.006	CC	PC	0.00745553512592399	0.077	0.054	0.018	0.006
TFEB	0.006	0.000	0.000	0.006	CC	-	0.00735589431695518	0.054	0.006	0.000	0.048
MYH4	0.006	0.006	0.000	0.000	-	-	0.0072484178770178	0.071	0.054	0.018	0.000
MEF2D	0.006	0.000	0.000	0.006	-	-	0.00720231039318934	0.030	0.018	0.000	0.012
GTF2H4	0.006	0.006	0.000	0.000	-	-	0.00719857794752405	0.042	0.018	0.012	0.012
SUMO3	0.006	0.006	0.000	0.000	-	-	0.00701165114496619	0.024	0.006	0.018	0.000
RFX1	0.006	0.006	0.000	0.000	-	-	0.00677353635114714	0.024	0.018	0.006	0.000
HMGN2	0.006	0.000	0.006	0.000	-	-	0.00671804482564208	0.024	0.006	0.018	0.000
EVPL	0.006	0.006	0.000	0.000	-	-	0.00671704239511583	0.077	0.065	0.000	0.012
BRWD1	0.006	0.006	0.000	0.000	-	-	0.00662450631622131	0.089	0.077	0.012	0.000
PRDX3	0.006	0.000	0.000	0.006	-	-	0.00651946528090089	0.024	0.006	0.000	0.018
CDC26	0.006	0.000	0.000	0.006	-	-	0.00647084192293613	0.012	0.000	0.000	0.012
PPP6C	0.006	0.006	0.000	0.000	-	-	0.00644898645005434	0.030	0.018	0.000	0.012
POLR1A	0.006	0.006	0.000	0.000	-	-	0.00617838087375083	0.060	0.060	0.000	0.000
UBTF	0.006	0.006	0.000	0.000	-	-	0.00601617781856917	0.048	0.030	0.006	0.012
